,Year,Age,Female,Male,Total,X.30,X.31,X.37,X.38
26100,1954,52,NA,47387,NA,46279,NA,93666,NA
26101,1954,53,NA,46645,NA,44823,NA,91468,NA
26102,1954,54,NA,43814,NA,42067,NA,85881,NA
26103,1954,55,NA,43764,NA,41763,NA,85527,NA
26104,1954,56,NA,42204,NA,40463,NA,82667,NA
26105,1954,57,NA,41552,NA,39443,NA,80995,NA
26106,1954,58,NA,40912,NA,38318,NA,79230,NA
26107,1954,59,NA,39175,NA,36099,NA,75274,NA
26108,1954,60,NA,38211,NA,35234,NA,73445,NA
26109,1954,61,NA,36493,NA,33379,NA,69872,NA
26110,1954,62,NA,36504,NA,33016,NA,69520,NA
26111,1954,63,NA,34931,NA,31167,NA,66098,NA
26112,1954,64,NA,33340,NA,29453,NA,62793,NA
26113,1954,65,NA,33211,NA,29762,NA,62973,NA
26114,1954,66,NA,32522,NA,29008,NA,61530,NA
26115,1954,67,NA,31082,NA,27738,NA,58820,NA
26116,1954,68,NA,29199,NA,26191,NA,55390,NA
26117,1954,69,NA,28268,NA,25166,NA,53434,NA
26118,1954,70,NA,25845,NA,22484,NA,48329,NA
26119,1954,71,NA,24320,NA,21313,NA,45633,NA
26120,1954,72,NA,22833,NA,20230,NA,43063,NA
26121,1954,73,NA,21724,NA,18821,NA,40545,NA
26122,1954,74,NA,21060,NA,18358,NA,39418,NA
26123,1954,75,NA,18920,NA,16269,NA,35189,NA
26124,1954,76,NA,17872,NA,15796,NA,33668,NA
26125,1954,77,NA,15593,NA,13754,NA,29347,NA
26126,1954,78,NA,14168,NA,12387,NA,26555,NA
26127,1954,79,NA,12408,NA,10620,NA,23028,NA
26128,1954,80,NA,10925,NA,NA,9144,NA,20069
26129,1954,81,NA,NA,9472,NA,NA,NA,NA
26130,1954,82,NA,NA,8397,NA,NA,NA,NA
26131,1954,83,NA,NA,6815,NA,NA,NA,NA
26132,1954,84,NA,NA,5596,NA,NA,NA,NA
26133,1954,85,NA,NA,4387,NA,NA,NA,NA
26134,1954,86,NA,NA,3956,NA,NA,NA,NA
26135,1954,87,NA,NA,3517,NA,NA,NA,NA
26136,1954,88,NA,NA,2783,NA,NA,NA,NA
26137,1954,89,NA,NA,2159,NA,NA,NA,NA
26138,1954,90,NA,NA,1631,NA,NA,NA,NA
26139,1954,91,NA,NA,1227,NA,NA,NA,NA
26140,1954,92,NA,NA,NA,NA,NA,NA,NA
26141,1954,93,NA,NA,NA,NA,NA,NA,NA
26142,1954,94,NA,NA,NA,NA,NA,NA,NA
26143,1954,95,NA,NA,NA,NA,NA,NA,NA
26144,1954,96,NA,NA,NA,NA,NA,NA,NA
26145,1954,97,NA,NA,NA,NA,NA,NA,NA
26146,NA,NA,NA,NA,NA,NA,NA,NA,NA
26147,1954,98,NA,NA,NA,NA,NA,NA,NA
26148,NA,NA,NA,NA,NA,NA,NA,NA,NA
26149,1954,99,NA,NA,NA,NA,NA,NA,NA
26150,NA,NA,NA,NA,NA,NA,NA,NA,NA
26151,1954,NA,NA,NA,NA,NA,NA,NA,NA
26152,NA,NA,NA,NA,NA,NA,NA,NA,NA
26153,1954,NA,NA,NA,NA,NA,NA,NA,NA
26154,NA,NA,NA,NA,NA,NA,NA,NA,NA
26155,1954,NA,NA,NA,NA,NA,NA,NA,NA
26156,NA,NA,NA,NA,NA,NA,NA,NA,NA
26157,1954,NA,NA,NA,NA,NA,NA,NA,NA
26158,NA,NA,NA,NA,NA,NA,NA,NA,NA
26159,1954,NA,NA,NA,NA,NA,NA,NA,NA
26160,NA,NA,NA,NA,NA,NA,NA,NA,NA
26161,1954,NA,NA,NA,NA,NA,NA,NA,NA
26162,NA,NA,NA,NA,NA,NA,NA,NA,NA
26163,1954,NA,NA,NA,NA,NA,NA,NA,NA
26164,NA,NA,NA,NA,NA,NA,NA,NA,NA
26165,1954,NA,NA,NA,NA,NA,NA,NA,NA
26166,NA,NA,NA,NA,NA,NA,NA,NA,NA
26167,1954,NA,NA,NA,NA,NA,NA,NA,NA
26168,NA,NA,NA,NA,NA,NA,NA,NA,NA
26169,1954,NA,NA,NA,NA,NA,NA,NA,NA
26170,NA,NA,NA,NA,NA,NA,NA,NA,NA
26171,1954,NA,NA,NA,NA,NA,NA,NA,NA
26172,0,NA,NA,NA,NA,NA,NA,NA,NA
26173,1955,NA,0,NA,50251,NA,53175,103426,NA
26174,1955,NA,1,NA,52342,NA,55559,107901,NA
26175,1955,NA,2,NA,52298,NA,55427,107725,NA
26176,1955,NA,3,NA,52202,NA,55345,107547,NA
26177,1955,NA,4,NA,54586,NA,58158,112744,NA
26178,1955,NA,5,NA,57657,NA,60737,118394,NA
26179,1955,NA,6,NA,60389,NA,63024,123413,NA
26180,1955,NA,7,NA,61259,NA,64371,125630,NA
26181,1955,NA,8,NA,63010,NA,66251,129261,NA
26182,1955,NA,9,NA,63077,NA,66696,129773,NA
26183,1955,10,NA,62984,NA,66510,NA,NA,NA
26184,1955,11,NA,59639,NA,62119,NA,NA,NA
26185,1955,12,NA,54355,NA,56890,NA,NA,NA
26186,1955,13,NA,47635,NA,49439,NA,97074,NA
26187,1955,14,NA,45495,NA,47522,NA,93017,NA
26188,1955,15,NA,46546,NA,48049,NA,94595,NA
26189,1955,16,NA,44676,NA,46176,NA,90852,NA
26190,1955,17,NA,42905,NA,44523,NA,87428,NA
26191,1955,18,NA,42699,NA,43445,NA,86144,NA
26192,1955,19,NA,41101,NA,42135,NA,83236,NA
26193,1955,20,NA,41353,NA,41286,NA,82639,NA
26194,1955,21,NA,41298,NA,41414,NA,82712,NA
26195,1955,22,NA,43835,NA,43482,NA,87317,NA
26196,1955,23,NA,44428,NA,44269,NA,88697,NA
26197,1955,24,NA,45723,NA,45348,NA,91071,NA
26198,1955,25,NA,45056,NA,45259,NA,90315,NA
26199,1955,26,NA,47267,NA,47265,NA,94532,NA
26200,1955,27,NA,46629,NA,47201,NA,93830,NA
26201,1955,28,NA,48301,NA,48758,NA,97059,NA
26202,1955,29,NA,50137,NA,50928,NA,NA,NA
26203,1955,30,NA,51307,NA,51844,NA,NA,NA
26204,1955,31,NA,52504,NA,53597,NA,NA,NA
26205,1955,32,NA,53581,NA,54150,NA,NA,NA
26206,1955,33,NA,57626,NA,58676,NA,NA,NA
26207,1955,34,NA,61599,NA,62931,NA,NA,NA
26208,1955,35,NA,50829,NA,52090,NA,NA,NA
26209,1955,36,NA,51217,NA,52056,NA,NA,NA
26210,1955,37,NA,52103,NA,53098,NA,NA,NA
26211,1955,38,NA,51676,NA,52816,NA,NA,NA
26212,1955,39,NA,51865,NA,52516,NA,NA,NA
26213,1955,40,NA,53982,NA,54667,NA,NA,NA
26214,1955,41,NA,53910,NA,55272,NA,NA,NA
26215,1955,42,NA,54700,NA,55835,NA,NA,NA
26216,1955,43,NA,53615,NA,55100,NA,NA,NA
26217,1955,44,NA,53534,NA,55110,NA,NA,NA
26218,1955,45,NA,55025,NA,55798,NA,NA,NA
26219,1955,46,NA,53666,NA,53889,NA,NA,NA
26220,1955,47,NA,52401,NA,52411,NA,NA,NA
26221,1955,48,NA,51378,NA,51326,NA,NA,NA
26222,1955,49,NA,50493,NA,49148,NA,99641,NA
26223,1955,50,NA,49105,NA,48472,NA,97577,NA
26224,1955,51,NA,47982,NA,46737,NA,94719,NA
26225,1955,52,NA,48217,NA,46803,NA,95020,NA
26226,1955,53,NA,47143,NA,45966,NA,93109,NA
26227,1955,54,NA,46373,NA,44502,NA,90875,NA
26228,1955,55,NA,43563,NA,41684,NA,85247,NA
26229,1955,56,NA,43500,NA,41334,NA,84834,NA
26230,1955,57,NA,41898,NA,40078,NA,81976,NA
26231,1955,58,NA,41217,NA,39004,NA,80221,NA
26232,1955,59,NA,40544,NA,37841,NA,78385,NA
26233,1955,60,NA,38799,NA,35587,NA,74386,NA
26234,1955,61,NA,37784,NA,34709,NA,72493,NA
26235,1955,62,NA,36058,NA,32853,NA,68911,NA
26236,1955,63,NA,36037,NA,32418,NA,68455,NA
26237,1955,64,NA,34372,NA,30521,NA,64893,NA
26238,1955,65,NA,32779,NA,28783,NA,61562,NA
26239,1955,66,NA,32547,NA,29044,NA,61591,NA
26240,1955,67,NA,31866,NA,28185,NA,60051,NA
26241,1955,68,NA,30333,NA,26881,NA,57214,NA
26242,1955,69,NA,28441,NA,25314,NA,53755,NA
26243,1955,70,NA,27457,NA,24225,NA,51682,NA
26244,1955,71,NA,24951,NA,21490,NA,46441,NA
26245,1955,72,NA,23405,NA,20360,NA,43765,NA
26246,1955,73,NA,21853,NA,19196,NA,41049,NA
26247,1955,74,NA,20664,NA,17809,NA,38473,NA
26248,1955,75,NA,19977,NA,17274,NA,37251,NA
26249,1955,76,NA,17854,NA,15173,NA,33027,NA
26250,1955,77,NA,16713,NA,14599,NA,31312,NA
26251,1955,78,NA,14376,NA,12612,NA,26988,NA
26252,1955,79,NA,13027,NA,11248,NA,24275,NA
26253,1955,80,NA,11279,NA,NA,9536,NA,20815
26254,1955,81,NA,NA,9736,NA,NA,NA,NA
26255,1955,82,NA,NA,8378,NA,NA,NA,NA
26256,1955,83,NA,NA,7309,NA,NA,NA,NA
26257,1955,84,NA,NA,5839,NA,NA,NA,NA
26258,1955,85,NA,NA,4750,NA,NA,NA,NA
26259,1955,86,NA,NA,3653,NA,NA,NA,NA
26260,1955,87,NA,NA,3200,NA,NA,NA,NA
26261,1955,88,NA,NA,2833,NA,NA,NA,NA
26262,1955,89,NA,NA,2193,NA,NA,NA,NA
26263,1955,90,NA,NA,1671,NA,NA,NA,NA
26264,1955,91,NA,NA,1218,NA,NA,NA,NA
26265,1955,92,NA,NA,NA,NA,NA,NA,NA
26266,1955,93,NA,NA,NA,NA,NA,NA,NA
26267,1955,94,NA,NA,NA,NA,NA,NA,NA
26268,1955,95,NA,NA,NA,NA,NA,NA,NA
26269,1955,96,NA,NA,NA,NA,NA,NA,NA
26270,1955,97,NA,NA,NA,NA,NA,NA,NA
26271,NA,NA,NA,NA,NA,NA,NA,NA,NA
26272,1955,98,NA,NA,NA,NA,NA,NA,NA
26273,NA,NA,NA,NA,NA,NA,NA,NA,NA
26274,1955,99,NA,NA,NA,NA,NA,NA,NA
26275,NA,NA,NA,NA,NA,NA,NA,NA,NA
26276,1955,NA,NA,NA,NA,NA,NA,NA,NA
26277,NA,NA,NA,NA,NA,NA,NA,NA,NA
26278,1955,NA,NA,NA,NA,NA,NA,NA,NA
26279,NA,NA,NA,NA,NA,NA,NA,NA,NA
26280,1955,NA,NA,NA,NA,NA,NA,NA,NA
26281,NA,NA,NA,NA,NA,NA,NA,NA,NA
26282,1955,NA,NA,NA,NA,NA,NA,NA,NA
26283,NA,NA,NA,NA,NA,NA,NA,NA,NA
26284,1955,NA,NA,NA,NA,NA,NA,NA,NA
26285,NA,NA,NA,NA,NA,NA,NA,NA,NA
26286,1955,NA,NA,NA,NA,NA,NA,NA,NA
26287,NA,NA,NA,NA,NA,NA,NA,NA,NA
26288,1955,NA,NA,NA,NA,NA,NA,NA,NA
26289,NA,NA,NA,NA,NA,NA,NA,NA,NA
26290,1955,NA,NA,NA,NA,NA,NA,NA,NA
26291,NA,NA,NA,NA,NA,NA,NA,NA,NA
26292,1955,NA,NA,NA,NA,NA,NA,NA,NA
26293,NA,NA,NA,NA,NA,NA,NA,NA,NA
26294,1955,NA,NA,NA,NA,NA,NA,NA,NA
26295,NA,NA,NA,NA,NA,NA,NA,NA,NA
26296,1955,NA,NA,NA,NA,NA,NA,NA,NA
26297,0,NA,NA,NA,NA,NA,NA,NA,NA
26298,1956,NA,0,NA,51423,NA,54333,105756,NA
26299,1956,NA,1,NA,50213,NA,53118,103331,NA
26300,1956,NA,2,NA,52330,NA,55614,107944,NA
26301,1956,NA,3,NA,52339,NA,55467,107806,NA
26302,1956,NA,4,NA,52265,NA,55384,107649,NA
26303,1956,NA,5,NA,54629,NA,58235,112864,NA
26304,1956,NA,6,NA,57707,NA,60765,118472,NA
26305,1956,NA,7,NA,60458,NA,63078,123536,NA
26306,1956,NA,8,NA,61292,NA,64404,125696,NA
26307,1956,NA,9,NA,63064,NA,66273,129337,NA
26308,1956,10,NA,63131,NA,66720,NA,NA,NA
26309,1956,11,NA,63013,NA,66537,NA,NA,NA
26310,1956,12,NA,59647,NA,62125,NA,NA,NA
26311,1956,13,NA,54378,NA,56869,NA,NA,NA
26312,1956,14,NA,47678,NA,49464,NA,97142,NA
26313,1956,15,NA,45557,NA,47552,NA,93109,NA
26314,1956,16,NA,46690,NA,48125,NA,94815,NA
26315,1956,17,NA,44970,NA,46303,NA,91273,NA
26316,1956,18,NA,43390,NA,44775,NA,88165,NA
26317,1956,19,NA,43302,NA,43728,NA,87030,NA
26318,1956,20,NA,41677,NA,42356,NA,84033,NA
26319,1956,21,NA,41847,NA,41864,NA,83711,NA
26320,1956,22,NA,41662,NA,41992,NA,83654,NA
26321,1956,23,NA,44124,NA,44087,NA,88211,NA
26322,1956,24,NA,44648,NA,44819,NA,89467,NA
26323,1956,25,NA,45902,NA,45827,NA,91729,NA
26324,1956,26,NA,45229,NA,45589,NA,90818,NA
26325,1956,27,NA,47369,NA,47540,NA,94909,NA
26326,1956,28,NA,46759,NA,47496,NA,94255,NA
26327,1956,29,NA,48440,NA,48952,NA,97392,NA
26328,1956,30,NA,50206,NA,51142,NA,NA,NA
26329,1956,31,NA,51346,NA,51993,NA,NA,NA
26330,1956,32,NA,52528,NA,53730,NA,NA,NA
26331,1956,33,NA,53678,NA,54226,NA,NA,NA
26332,1956,34,NA,57662,NA,58730,NA,NA,NA
26333,1956,35,NA,61627,NA,62973,NA,NA,NA
26334,1956,36,NA,50840,NA,52118,NA,NA,NA
26335,1956,37,NA,51196,NA,52043,NA,NA,NA
26336,1956,38,NA,52073,NA,53076,NA,NA,NA
26337,1956,39,NA,51641,NA,52762,NA,NA,NA
26338,1956,40,NA,51840,NA,52444,NA,NA,NA
26339,1956,41,NA,53958,NA,54622,NA,NA,NA
26340,1956,42,NA,53877,NA,55201,NA,NA,NA
26341,1956,43,NA,54663,NA,55749,NA,NA,NA
26342,1956,44,NA,53543,NA,54944,NA,NA,NA
26343,1956,45,NA,53447,NA,55002,NA,NA,NA
26344,1956,46,NA,54904,NA,55664,NA,NA,NA
26345,1956,47,NA,53566,NA,53768,NA,NA,NA
26346,1956,48,NA,52260,NA,52271,NA,NA,NA
26347,1956,49,NA,51216,NA,51119,NA,NA,NA
26348,1956,50,NA,50282,NA,48933,NA,99215,NA
26349,1956,51,NA,48923,NA,48245,NA,97168,NA
26350,1956,52,NA,47786,NA,46445,NA,94231,NA
26351,1956,53,NA,47968,NA,46512,NA,94480,NA
26352,1956,54,NA,46916,NA,45652,NA,92568,NA
26353,1956,55,NA,46098,NA,44099,NA,90197,NA
26354,1956,56,NA,43302,NA,41234,NA,84536,NA
26355,1956,57,NA,43197,NA,40957,NA,84154,NA
26356,1956,58,NA,41569,NA,39624,NA,81193,NA
26357,1956,59,NA,40867,NA,38511,NA,79378,NA
26358,1956,60,NA,40140,NA,37261,NA,77401,NA
26359,1956,61,NA,38378,NA,35009,NA,73387,NA
26360,1956,62,NA,37361,NA,34114,NA,71475,NA
26361,1956,63,NA,35608,NA,32248,NA,67856,NA
26362,1956,64,NA,35527,NA,31779,NA,67306,NA
26363,1956,65,NA,33808,NA,29797,NA,63605,NA
26364,1956,66,NA,32200,NA,28118,NA,60318,NA
26365,1956,67,NA,31913,NA,28285,NA,60198,NA
26366,1956,68,NA,31125,NA,27373,NA,58498,NA
26367,1956,69,NA,29527,NA,26015,NA,55542,NA
26368,1956,70,NA,27617,NA,24348,NA,51965,NA
26369,1956,71,NA,26556,NA,23291,NA,49847,NA
26370,1956,72,NA,24035,NA,20534,NA,44569,NA
26371,1956,73,NA,22430,NA,19314,NA,41744,NA
26372,1956,74,NA,20861,NA,18137,NA,38998,NA
26373,1956,75,NA,19629,NA,16758,NA,36387,NA
26374,1956,76,NA,18854,NA,16154,NA,35008,NA
26375,1956,77,NA,16711,NA,14044,NA,30755,NA
26376,1956,78,NA,15478,NA,13441,NA,28919,NA
26377,1956,79,NA,13236,NA,11486,NA,24722,NA
26378,1956,80,NA,11876,NA,10100,NA,21976,NA
26379,1956,81,NA,10122,NA,NA,8460,NA,18582
26380,1956,82,NA,NA,8647,NA,NA,NA,NA
26381,1956,83,NA,NA,7386,NA,NA,NA,NA
26382,1956,84,NA,NA,6327,NA,NA,NA,NA
26383,1956,85,NA,NA,5017,NA,NA,NA,NA
26384,1956,86,NA,NA,4043,NA,NA,NA,NA
26385,1956,87,NA,NA,3019,NA,NA,NA,NA
26386,1956,88,NA,NA,2616,NA,NA,NA,NA
26387,1956,89,NA,NA,2257,NA,NA,NA,NA
26388,1956,90,NA,NA,1694,NA,NA,NA,NA
26389,1956,91,NA,NA,1305,NA,NA,NA,NA
26390,1956,92,NA,NA,NA,NA,NA,NA,NA
26391,1956,93,NA,NA,NA,NA,NA,NA,NA
26392,1956,94,NA,NA,NA,NA,NA,NA,NA
26393,1956,95,NA,NA,NA,NA,NA,NA,NA
26394,1956,96,NA,NA,NA,NA,NA,NA,NA
26395,1956,97,NA,NA,NA,NA,NA,NA,NA
26396,1956,98,NA,NA,NA,NA,NA,NA,NA
26397,NA,NA,NA,NA,NA,NA,NA,NA,NA
26398,1956,99,NA,NA,NA,NA,NA,NA,NA
26399,NA,NA,NA,NA,NA,NA,NA,NA,NA
26400,1956,NA,NA,NA,NA,NA,NA,NA,NA
26401,NA,NA,NA,NA,NA,NA,NA,NA,NA
26402,1956,NA,NA,NA,NA,NA,NA,NA,NA
26403,NA,NA,NA,NA,NA,NA,NA,NA,NA
26404,1956,NA,NA,NA,NA,NA,NA,NA,NA
26405,11,NA,NA,NA,NA,NA,NA,NA,NA
26406,1956,NA,NA,NA,NA,NA,NA,NA,NA
26407,NA,NA,NA,NA,NA,NA,NA,NA,NA
26408,1956,NA,NA,NA,NA,NA,NA,NA,NA
26409,NA,NA,NA,NA,NA,NA,NA,NA,NA
26410,1956,NA,NA,NA,NA,NA,NA,NA,NA
26411,NA,NA,NA,NA,NA,NA,NA,NA,NA
26412,1956,NA,NA,NA,NA,NA,NA,NA,NA
26413,NA,NA,NA,NA,NA,NA,NA,NA,NA
26414,1956,NA,NA,NA,NA,NA,NA,NA,NA
26415,NA,NA,NA,NA,NA,NA,NA,NA,NA
26416,1956,NA,NA,NA,NA,NA,NA,NA,NA
26417,NA,NA,NA,NA,NA,NA,NA,NA,NA
26418,1956,NA,NA,NA,NA,NA,NA,NA,NA
26419,NA,NA,NA,NA,NA,NA,NA,NA,NA
26420,1956,NA,NA,NA,NA,NA,NA,NA,NA
26421,0,NA,NA,NA,NA,NA,NA,NA,NA
26422,1957,NA,0,NA,51245,NA,55113,106358,NA
26423,1957,NA,1,NA,51374,NA,54273,105647,NA
26424,1957,NA,2,NA,50252,NA,53157,103409,NA
26425,1957,NA,3,NA,52371,NA,55652,108023,NA
26426,1957,NA,4,NA,52414,NA,55516,107930,NA
26427,1957,NA,5,NA,52328,NA,55419,107747,NA
26428,1957,NA,6,NA,54634,NA,58257,112891,NA
26429,1957,NA,7,NA,57735,NA,60793,118528,NA
26430,1957,NA,8,NA,60482,NA,63131,123613,NA
26431,1957,NA,9,NA,61328,NA,64432,125760,NA
26432,1957,10,NA,63116,NA,66327,NA,NA,NA
26433,1957,11,NA,63155,NA,66752,NA,NA,NA
26434,1957,12,NA,63044,NA,66561,NA,NA,NA
26435,1957,13,NA,59679,NA,62157,NA,NA,NA
26436,1957,14,NA,54371,NA,56878,NA,NA,NA
26437,1957,15,NA,47721,NA,49495,NA,97216,NA
26438,1957,16,NA,45659,NA,47592,NA,93251,NA
26439,1957,17,NA,46970,NA,48237,NA,95207,NA
26440,1957,18,NA,45367,NA,46491,NA,91858,NA
26441,1957,19,NA,43889,NA,44949,NA,88838,NA
26442,1957,20,NA,43807,NA,43946,NA,87753,NA
26443,1957,21,NA,42117,NA,42870,NA,84987,NA
26444,1957,22,NA,42161,NA,42464,NA,84625,NA
26445,1957,23,NA,41820,NA,42513,NA,84333,NA
26446,1957,24,NA,44263,NA,44523,NA,88786,NA
26447,1957,25,NA,44729,NA,45215,NA,89944,NA
26448,1957,26,NA,46034,NA,46102,NA,92136,NA
26449,1957,27,NA,45274,NA,45816,NA,91090,NA
26450,1957,28,NA,47419,NA,47724,NA,95143,NA
26451,1957,29,NA,46790,NA,47654,NA,94444,NA
26452,1957,30,NA,48469,NA,49019,NA,97488,NA
26453,1957,31,NA,50252,NA,51164,NA,NA,NA
26454,1957,32,NA,51365,NA,52004,NA,NA,NA
26455,1957,33,NA,52529,NA,53772,NA,NA,NA
26456,1957,34,NA,53647,NA,54245,NA,NA,NA
26457,1957,35,NA,57677,NA,58760,NA,NA,NA
26458,1957,36,NA,61579,NA,62969,NA,NA,NA
26459,1957,37,NA,50790,NA,52079,NA,NA,NA
26460,1957,38,NA,51150,NA,51972,NA,NA,NA
26461,1957,39,NA,52005,NA,53034,NA,NA,NA
26462,1957,40,NA,51593,NA,52724,NA,NA,NA
26463,1957,41,NA,51784,NA,52383,NA,NA,NA
26464,1957,42,NA,53894,NA,54541,NA,NA,NA
26465,1957,43,NA,53797,NA,55086,NA,NA,NA
26466,1957,44,NA,54542,NA,55606,NA,NA,NA
26467,1957,45,NA,53442,NA,54773,NA,NA,NA
26468,1957,46,NA,53313,NA,54846,NA,NA,NA
26469,1957,47,NA,54787,NA,55450,NA,NA,NA
26470,1957,48,NA,53436,NA,53579,NA,NA,NA
26471,1957,49,NA,52108,NA,52059,NA,NA,NA
26472,1957,50,NA,51046,NA,50908,NA,NA,NA
26473,1957,51,NA,50085,NA,48637,NA,98722,NA
26474,1957,52,NA,48750,NA,47963,NA,96713,NA
26475,1957,53,NA,47554,NA,46143,NA,93697,NA
26476,1957,54,NA,47748,NA,46121,NA,93869,NA
26477,1957,55,NA,46637,NA,45274,NA,91911,NA
26478,1957,56,NA,45817,NA,43683,NA,89500,NA
26479,1957,57,NA,43015,NA,40810,NA,83825,NA
26480,1957,58,NA,42878,NA,40502,NA,83380,NA
26481,1957,59,NA,41243,NA,39166,NA,80409,NA
26482,1957,60,NA,40497,NA,37986,NA,78483,NA
26483,1957,61,NA,39719,NA,36666,NA,76385,NA
26484,1957,62,NA,37923,NA,34402,NA,72325,NA
26485,1957,63,NA,36881,NA,33487,NA,70368,NA
26486,1957,64,NA,35116,NA,31540,NA,66656,NA
26487,1957,65,NA,34950,NA,31104,NA,66054,NA
26488,1957,66,NA,33173,NA,29080,NA,62253,NA
26489,1957,67,NA,31537,NA,27389,NA,58926,NA
26490,1957,68,NA,31158,NA,27394,NA,58552,NA
26491,1957,69,NA,30340,NA,26477,NA,56817,NA
26492,1957,70,NA,28676,NA,25075,NA,53751,NA
26493,1957,71,NA,26748,NA,23360,NA,50108,NA
26494,1957,72,NA,25577,NA,22264,NA,47841,NA
26495,1957,73,NA,23028,NA,19510,NA,42538,NA
26496,1957,74,NA,21347,NA,18272,NA,39619,NA
26497,1957,75,NA,19807,NA,16970,NA,36777,NA
26498,1957,76,NA,18459,NA,15648,NA,34107,NA
26499,1957,77,NA,17620,NA,14960,NA,32580,NA
26500,1957,78,NA,15499,NA,12883,NA,28382,NA
26501,1957,79,NA,14282,NA,12245,NA,26527,NA
26502,1957,80,NA,12074,NA,10359,NA,22433,NA
26503,1957,81,NA,10727,NA,NA,8934,NA,19661
26504,1957,82,NA,NA,9025,NA,NA,NA,NA
26505,1957,83,NA,NA,7595,NA,NA,NA,NA
26506,1957,84,NA,NA,6349,NA,NA,NA,NA
26507,1957,85,NA,NA,5386,NA,NA,NA,NA
26508,1957,86,NA,NA,4243,NA,NA,NA,NA
26509,1957,87,NA,NA,3333,NA,NA,NA,NA
26510,1957,88,NA,NA,2459,NA,NA,NA,NA
26511,1957,89,NA,NA,2077,NA,NA,NA,NA
26512,1957,90,NA,NA,1747,NA,NA,NA,NA
26513,1957,91,NA,NA,1297,NA,NA,NA,NA
26514,1957,92,NA,NA,NA,NA,NA,NA,NA
26515,1957,93,NA,NA,NA,NA,NA,NA,NA
26516,1957,94,NA,NA,NA,NA,NA,NA,NA
26517,1957,95,NA,NA,NA,NA,NA,NA,NA
26518,1957,96,NA,NA,NA,NA,NA,NA,NA
26519,1957,97,NA,NA,NA,NA,NA,NA,NA
26520,1957,98,NA,NA,NA,NA,NA,NA,NA
26521,NA,NA,NA,NA,NA,NA,NA,NA,NA
26522,1957,99,NA,NA,NA,NA,NA,NA,NA
26523,NA,NA,NA,NA,NA,NA,NA,NA,NA
26524,1957,NA,NA,NA,NA,NA,NA,NA,NA
26525,NA,NA,NA,NA,NA,NA,NA,NA,NA
26526,1957,NA,NA,NA,NA,NA,NA,NA,NA
26527,NA,NA,NA,NA,NA,NA,NA,NA,NA
26528,1957,NA,NA,NA,NA,NA,NA,NA,NA
26529,NA,NA,NA,NA,NA,NA,NA,NA,NA
26530,1957,NA,NA,NA,NA,NA,NA,NA,NA
26531,NA,NA,NA,NA,NA,NA,NA,NA,NA
26532,1957,NA,NA,NA,NA,NA,NA,NA,NA
26533,NA,NA,NA,NA,NA,NA,NA,NA,NA
26534,1957,NA,NA,NA,NA,NA,NA,NA,NA
26535,NA,NA,NA,NA,NA,NA,NA,NA,NA
26536,1957,NA,NA,NA,NA,NA,NA,NA,NA
26537,NA,NA,NA,NA,NA,NA,NA,NA,NA
26538,1957,NA,NA,NA,NA,NA,NA,NA,NA
26539,NA,NA,NA,NA,NA,NA,NA,NA,NA
26540,1957,NA,NA,NA,NA,NA,NA,NA,NA
26541,NA,NA,NA,NA,NA,NA,NA,NA,NA
26542,1957,NA,NA,NA,NA,NA,NA,NA,NA
26543,NA,NA,NA,NA,NA,NA,NA,NA,NA
26544,1957,NA,NA,NA,NA,NA,NA,NA,NA
26545,0,NA,NA,NA,NA,NA,NA,NA,NA
26546,1958,NA,0,NA,51627,NA,53995,105622,NA
26547,1958,NA,1,NA,51236,NA,55142,106378,NA
26548,1958,NA,2,NA,51497,NA,54422,105919,NA
26549,1958,NA,3,NA,50384,NA,53281,103665,NA
26550,1958,NA,4,NA,52465,NA,55732,108197,NA
26551,1958,NA,5,NA,52542,NA,55634,108176,NA
26552,1958,NA,6,NA,52437,NA,55534,107971,NA
26553,1958,NA,7,NA,54719,NA,58356,113075,NA
26554,1958,NA,8,NA,57815,NA,60846,118661,NA
26555,1958,NA,9,NA,60559,NA,63225,123784,NA
26556,1958,10,NA,61402,NA,64535,NA,NA,NA
26557,1958,11,NA,63177,NA,66422,NA,NA,NA
26558,1958,12,NA,63211,NA,66804,NA,NA,NA
26559,1958,13,NA,63100,NA,66596,NA,NA,NA
26560,1958,14,NA,59733,NA,62199,NA,NA,NA
26561,1958,15,NA,54453,NA,56951,NA,NA,NA
26562,1958,16,NA,47909,NA,49616,NA,97525,NA
26563,1958,17,NA,45946,NA,47786,NA,93732,NA
26564,1958,18,NA,47390,NA,48567,NA,95957,NA
26565,1958,19,NA,45815,NA,46847,NA,92662,NA
26566,1958,20,NA,44396,NA,45204,NA,89600,NA
26567,1958,21,NA,44165,NA,44540,NA,88705,NA
26568,1958,22,NA,42398,NA,43532,NA,85930,NA
26569,1958,23,NA,42506,NA,42796,NA,85302,NA
26570,1958,24,NA,41985,NA,42941,NA,84926,NA
26571,1958,25,NA,44322,NA,44855,NA,89177,NA
26572,1958,26,NA,44823,NA,45484,NA,90307,NA
26573,1958,27,NA,46109,NA,46404,NA,92513,NA
26574,1958,28,NA,45336,NA,46061,NA,91397,NA
26575,1958,29,NA,47499,NA,47954,NA,95453,NA
26576,1958,30,NA,46891,NA,47828,NA,94719,NA
26577,1958,31,NA,48509,NA,49139,NA,97648,NA
